client_id,month,age,occupation,annual_income,monthly_salary,number_bank_accounts,number_credit_cards,interest_rate,number_loan,delay_from_due_date,number_delayed_payment,number_credit_inquiries,unpaid_debt,credit_utilization_ratio,credit_history_age,min_amount_payment,monthy_amount_invested,client_behaviour,monthly_balance
30799962ab,Март,46.0,Предприниматель,69508.01000000001,5792.375,1,4,6.0,1.0,24,2.0,1.0,859.38,23.884135901049326,18 г. 8 м.,No,717.0262678514857,"Малые траты, малые платежи",123.77575453488794
30799962ab,Апрель,46.0,Предприниматель,69264.53,5837.525,1,4,6.0,1.0,24,2.0,2.0,859.38,33.54956741364847,18 г. 9 м.,No,399.3392187374852,"Большие траты, малые платежи",409.5328036488886
30799962ab,Май,46.0,Предприниматель,69410.02,5797.595,1,4,6.0,1.0,24,2.0,2.0,859.38,27.61363004978557,,No,,"Большие траты, средние платежи",643.3507745965243
30799962ab,Июнь,46.0,Предприниматель,69858.32,5841.135,1,4,6.0,1.0,23,2.0,,859.38,29.48190049295159,18 г. 11 м.,No,169.41124098607347,"Малые траты, большие платежи",649.2107814003002
30799962ab,Июль,46.0,Предприниматель,69759.59,5816.565,1,4,6.0,1.0,24,4.0,2.0,859.38,33.863466067525074,19 г. 0 м.,No,560.8312030845178,"Малые траты, малые платежи",276.83081930185597
30799962ab,Август,46.0,Предприниматель,69890.3,5834.215,1,4,6.0,1.0,24,2.0,2.0,859.38,30.47792048452148,19 г. 1 м.,No,248.18164875262082,"Большие траты, средние платежи",542.690373633753
30799962ab,Сентябрь,46.0,Предприниматель,69595.48,,1,4,6.0,1.0,27,2.0,2.0,859.38,34.896985524165004,19 г. 2 м.,No,159.0392733399453,"Большие траты, средние платежи",641.6527490464283
06bbf8ec13,Февраль,41.0,Медиаменеджер,74229.26,,1,3,11.0,2.0,15,9.0,0.0,245.46,29.49105565193312,26 г. 11 м.,NM,,"Большие траты, большие платежи",716.555544567757
06bbf8ec13,Март,41.0,Медиаменеджер,74722.54,6409.825,1,3,11.0,2.0,19,9.0,0.0,245.46,27.327109889858068,27 г. 0 м.,No,79.83988227637293,"Большие траты, большие платежи",730.6681137660158
06bbf8ec13,Апрель,41.0,Медиаменеджер,74287.09,6490.115,1,3,11.0,2.0,15,9.0,0.0,,35.65167888751189,27 г. 1 м.,No,205.58412354109902,"Малые траты, средние платежи",649.8438725012895
06bbf8ec13,Май,41.0,Медиаменеджер,74742.56,6450.924999999999,1,3,11.0,2.0,15,9.0,,245.46,33.96518069243322,27 г. 2 м.,No,467.01328993112475,"Малые траты, малые платежи",392.55470611126407
06bbf8ec13,Июнь,41.0,Медиаменеджер,73976.88,6489.125,1,3,11.0,,15,,0.0,245.46,22.50170847007844,27 г. 3 м.,No,557.0988563994881,"Малые траты, средние платежи",295.9191396429005
06bbf8ec13,Июль,41.0,Медиаменеджер,74248.77,,1,3,11.0,2.0,15,7.0,0.0,245.46,33.66723144579529,27 г. 4 м.,No,136.6866987887971,"Большие траты, большие платежи",679.7612972535915
06bbf8ec13,Август,41.0,Медиаменеджер,,6420.304999999999,1,3,11.0,2.0,15,11.0,0.0,245.46,39.11844425505868,,NM,636.3562744518184,"Малые траты, малые платежи",228.57172159057018
06bbf8ec13,Сентябрь,,Медиаменеджер,74509.75,6446.424999999999,1,3,11.0,2.0,15,12.0,0.0,245.46,40.94908785553002,,No,119.76842779364078,"Большие траты, средние платежи",702.8995682487476
6f335af375,Февраль,51.0,Механик,,3749.9491666666654,5,5,11.0,0.0,14,10.0,3.0,208.05,26.993117022124142,30 г. 4 м.,No,92.00880754413478,,520.5071091225319
6f335af375,Март,52.0,Механик,44008.65,3792.0791666666655,5,5,11.0,0.0,14,12.0,,208.05,37.628319637999546,30 г. 5 м.,No,69.97263776665507,,551.9232789000117
6f335af375,Апрель,52.0,Механик,577886.55,3784.2991666666653,5,5,11.0,0.0,14,9.0,5.0,208.05,33.08303611271564,,No,261.26060934021734,"Большие траты, малые платежи",372.87530732644933
6f335af375,Май,52.0,Механик,44028.479999999996,3758.7791666666653,5,5,11.0,0.0,15,12.0,5.0,208.05,35.6052682947978,30 г. 7 м.,NM,120.3322402472317,"Большие траты, средние платежи",501.45367641943506
6f335af375,Июнь,52.0,Механик,,3786.4091666666654,5,5,11.0,0.0,14,,5.0,208.05,32.14049750496648,30 г. 8 м.,NM,,"Большие траты, средние платежи",485.00516248062223
6f335af375,Июль,52.0,Механик,43346.44,3713.1891666666656,5,5,11.0,0.0,11,,5.0,208.05,37.37218518736663,30 г. 9 м.,No,188.4046525301826,"Малые траты, средние платежи",470.0512641364841
6f335af375,Август,52.0,Механик,43423.83,3726.9491666666654,5,5,11.0,0.0,14,12.0,5.0,208.05,23.828446894458203,30 г. 10 м.,No,157.0032761898809,"Большие траты, малые платежи",480.5826404767857
6f335af375,Сентябрь,52.0,Механик,43710.7,3793.3591666666657,5,5,11.0,0.0,12,12.0,5.0,208.05,41.08882610246665,30 г. 11 м.,No,43.16505500478963,"Большие траты, большие платежи",573.4008616618771
63bcae2264,Февраль,46.0,Предприниматель,35945.3,2898.5008333333335,1,2,9.0,1.0,13,8.0,1.0,1365.41,35.13789706803427,24 г. 10 м.,No,81.74860278437573,"Большие траты, средние платежи",437.5878540177266
63bcae2264,Март,46.0,Предприниматель,36376.22,2901.1408333333334,1,1090,9.0,1.0,17,8.0,1.0,1365.41,37.02075851283696,,No,321.4193567613152,"Малые траты, малые платежи",242.0671000407872
63bcae2264,Апрель,46.0,Предприниматель,35667.48,2849.1008333333334,1,2,9.0,1.0,13,8.0,4.0,1365.41,38.359216863888,25 г. 0 м.,No,188.87590363311463,"Малые траты, большие платежи",351.78055316898775
63bcae2264,Май,46.0,Предприниматель,36599.530000000006,2908.8208333333337,1,2,9.0,1.0,13,11.0,4.0,1365.41,26.98417772821777,25 г. 1 м.,NM,113.67961164665573,"Малые траты, малые платежи",443.5368451554466
63bcae2264,Июнь,46.0,Предприниматель,36391.16,2910.0508333333337,1,2,9.0,1.0,18,8.0,4.0,1365.41,34.02555934507403,25 г. 2 м.,No,118.0272850508342,"Малые траты, большие платежи",423.91917175126815
63bcae2264,Июль,46.0,Предприниматель,36109.66,,1,2,9.0,1.0,13,6.0,4.0,1365.41,23.774293477934886,25 г. 3 м.,No,366.53272278364784,"Малые траты, малые платежи",198.80373401845446
63bcae2264,Август,47.0,Предприниматель,36333.25,2886.2408333333337,1,2,9.0,1.0,13,8.0,4.0,1365.41,29.459129913354392,25 г. 4 м.,NM,192.75166699855208,"Большие траты, малые платежи",337.7747898035503
63bcae2264,Сентябрь,47.0,Предприниматель,580504.7,2838.8408333333336,1,2,9.0,,13,8.0,4.0,1365.41,26.64145250230357,25 г. 5 м.,No,46.42576437523685,"Большие траты, средние платежи",476.5506924268656
7849e492f5,Февраль,35.0,Врач,16448.91,1416.809166666667,6,7,20.0,5.0,23,19.0,8.0,4596.48,34.28790061508938,6 г. 9 м.,NM,56.73476810924076,"Малые траты, малые платежи",310.28202194315173
7849e492f5,Март,35.0,,17196.39,1501.459166666667,6,7,20.0,5.0,23,22.0,8.0,4596.48,35.5645819663106,6 г. 10 м.,Yes,62.25861337813279,"Малые траты, малые платежи",308.98817667425965
7849e492f5,Апрель,35.0,Врач,,,6,7,20.0,5.0,25,22.0,8.0,4596.48,25.58874609659345,,Yes,122.66639310891495,"Малые траты, малые платежи",245.91039694347745
7849e492f5,Май,35.0,Врач,16440.469999999998,1487.549166666667,6,7,20.0,5.0,23,22.0,8.0,4596.48,34.05129778896132,7 г. 0 м.,Yes,122.8044956317507,"Малые траты, средние платежи",236.5922944206417
7849e492f5,Июнь,35.0,Врач,16996.61,1413.769166666667,6,7,20.0,5.0,23,22.0,8.0,4596.48,30.91163046846306,,Yes,72.04098733554173,"Малые траты, средние платежи",292.0458027168507
7849e492f5,Июль,35.0,Врач,,1441.239166666667,6,7,20.0,5.0,19,22.0,8.0,4596.48,37.562574498026784,7 г. 2 м.,Yes,,"Малые траты, малые платежи",302.1952812357598
7849e492f5,Август,35.0,Врач,17186.01,1441.209166666667,6,7,20.0,5.0,18,22.0,11.0,4596.48,27.750132854874767,7 г. 3 м.,Yes,,"Малые траты, малые платежи",184.57498792049407
7849e492f5,Сентябрь,35.0,Врач,,1481.949166666667,6,7,20.0,5.0,25,21.0,11.0,4596.48,34.525811362412504,7 г. 4 м.,Yes,68.52945378180533,"Большие траты, малые платежи",275.4273362705871
7e6ffd6f2b,Февраль,40.0,Юрист,27408.59,2229.7025,8,7,16.0,1.0,14,10.0,0.0,796.54,40.90866114091547,28 г. 11 м.,NM,50.00989586807633,"Большие траты, средние платежи",415.3881916238309
7e6ffd6f2b,Март,40.0,,27781.190000000002,2288.9025,8,7,16.0,1.0,15,11.0,0.0,796.54,41.379252027769326,29 г. 0 м.,No,74.9111260797733,"Большие траты, средние платежи",388.766961412134
7e6ffd6f2b,Апрель,40.0,Юрист,28180.09,,8,7,16.0,1.0,10,9.0,0.0,796.54,27.0632557106546,29 г. 1 м.,No,,"Малые траты, большие платежи",296.4045864506437
7e6ffd6f2b,Май,40.0,Юрист,27290.510000000002,2223.1725,8,7,16.0,1.0,17,9.0,,796.54,34.02650880386849,29 г. 2 м.,No,100.51237705068762,,383.2057104412197
7e6ffd6f2b,Июнь,40.0,Юрист,27508.68,,8,7,16.0,1.0,13,9.0,0.0,796.54,33.373053713307684,29 г. 3 м.,No,265.6821527956747,"Малые траты, малые платежи",232.14593469623256
7e6ffd6f2b,Июль,40.0,Юрист,28220.850000000002,2196.3425,8,7,16.0,,12,9.0,2.0,796.54,29.54933643689797,29 г. 4 м.,No,90.21630802305977,"Большие траты, малые платежи",381.1317794688475
7e6ffd6f2b,Август,40.0,Юрист,28136.890000000003,2195.2025,8,7,16.0,1.0,13,9.0,2.0,796.54,34.56022032340212,29 г. 5 м.,No,259.22890306335626,"Малые траты, малые платежи",245.14918442855102
7e6ffd6f2b,Сентябрь,40.0,Юрист,27601.940000000002,2274.4825,8,7,16.0,1.0,13,10.0,2.0,796.54,30.56859858602353,29 г. 6 м.,No,222.02130320479904,"Малые траты, средние платежи",266.73678428710826
5347a68cc7,Февраль,47.0,Журналист,67897.78,5718.225,4,6,12.0,0.0,5,8.0,1.0,1138.1,36.244003932784025,27 г. 10 м.,No,254.3696964227949,"Малые траты, большие платежи",591.2238035772049
5347a68cc7,Март,47.0,Журналист,68226.44,5724.725,4,6,12.0,0.0,0,,1.0,1138.1,29.593407530951087,27 г. 11 м.,No,44.149093551501466,"Большие траты, большие платежи",767.8544064484987
5347a68cc7,Апрель,47.0,Журналист,68012.63,5696.1050000000005,4,6,12.0,0.0,1,7.0,1.0,1138.1,25.050718922768414,28 г. 0 м.,No,194.1261350558643,"Большие траты, средние платежи",629.6873649441358
5347a68cc7,Май,48.0,Журналист,68553.66,5669.535,4,6,12.0,0.0,5,,1.0,1138.1,36.45756006330893,28 г. 1 м.,No,122.5229192607132,,688.8405807392868
5347a68cc7,Июнь,48.0,Журналист,68539.7,5740.125,4,6,12.0,0.0,5,8.0,5.0,1138.1,34.062156441628325,28 г. 2 м.,No,194.91499566191501,"Большие траты, средние платежи",621.3785043380849
5347a68cc7,Июль,48.0,Журналист,68414.90000000001,5674.785,4,6,12.0,0.0,3,8.0,5.0,1138.1,31.83841726436094,,No,380.07448400809614,"Малые траты, малые платежи",475.9690159919038
5347a68cc7,Август,48.0,Журналист,68130.3,5731.545,4,6,12.0,0.0,7,7.0,5.0,1138.1,35.28738546571387,28 г. 4 м.,No,210.04407502330918,"Малые траты, малые платежи",654.4994249766909
5347a68cc7,Сентябрь,48.0,Журналист,68092.31,5666.685,4,6,12.0,0.0,0,8.0,5.0,1138.1,32.38702328883407,28 г. 5 м.,No,95.00121051295663,"Большие траты, большие платежи",718.9022894870433
6b70c4efd9,Февраль,25.0,Бухгалтер,47498.56,,7,5,17.0,9.0,31,15.0,11.0,3532.09,35.79615914302933,6 г. 11 м.,Yes,77.6013795787512,"Большие траты, большие платежи",287.4169581275065
6b70c4efd9,Март,25.0,Бухгалтер,,4114.722500000002,7,5,17.0,9.0,31,15.0,15.0,3532.09,26.788924941170567,7 г. 0 м.,Yes,46.86147908046608,"Большие траты, средние платежи",322.69685862579166
6b70c4efd9,Апрель,25.0,,47721.46,4104.572500000001,7,5,17.0,9.0,31,12.0,15.0,3532.09,27.319606497177965,,Yes,197.2361832535736,"Большие траты, малые платежи",191.23215445268409
6b70c4efd9,Май,25.0,Бухгалтер,47465.47,4061.7125000000015,7,5,17.0,9.0,31,17.0,,3532.09,24.661573692599784,7 г. 2 м.,Yes,104.46696967924562,"Большие траты, средние платежи",267.22136802701215
6b70c4efd9,Июнь,25.0,Бухгалтер,47351.85,4046.8425000000016,7,5,17.0,9.0,31,15.0,15.0,3532.09,26.78340264703276,7 г. 3 м.,Yes,175.7059266698457,"Малые траты, малые платежи",242.34241103641207
6b70c4efd9,Июль,26.0,Бухгалтер,47326.659999999996,4089.7825000000016,7,5,17.0,,31,15.0,15.0,3532.09,40.12739007024124,7 г. 4 м.,Yes,149.65486175585227,"Большие траты, средние платежи",227.57347595040542
6b70c4efd9,Август,26.0,Бухгалтер,47403.6,4123.542500000001,7,5,17.0,9.0,31,13.0,15.0,3532.09,38.496667901776576,7 г. 5 м.,Yes,83.41043048489666,"Большие траты, большие платежи",279.7279072213611
6b70c4efd9,Сентябрь,26.0,Бухгалтер,47830.26,4094.2525000000014,7,5,17.0,9.0,31,,15.0,3532.09,35.873907459294855,7 г. 6 м.,Yes,99.09814769978772,"Большие траты, средние платежи",278.36019000647
660f917d7d,Февраль,39.0,Руководитель,70441.12000000001,5502.4383333333335,1,7,10.0,0.0,0,11.0,1.0,30.36,41.43658571332297,21 г. 9 м.,No,155.70424342895632,"Большие траты, средние платежи",645.9955899043771
660f917d7d,Март,39.0,Руководитель,70483.29000000001,,1,7,10.0,0.0,0,,1.0,30.36,39.96890434805325,21 г. 10 м.,No,120.25843793388205,"Большие траты, большие платежи",679.2513953994512
660f917d7d,Апрель,39.0,,70192.5,5581.618333333334,1,7,10.0,0.0,5,11.0,1.0,30.36,36.10699813532644,21 г. 11 м.,No,80.8196044126853,,724.5902289206482
660f917d7d,Май,39.0,Руководитель,69915.87000000001,,1,7,10.0,0.0,-2,13.0,1.0,30.36,26.039152744819518,22 г. 0 м.,No,213.40746100012268,"Малые траты, малые платежи",634.4223723332108
660f917d7d,Июнь,39.0,Руководитель,69877.18000000001,4938.812799845236,1,7,10.0,,0,11.0,1.0,30.36,40.91534571757448,22 г. 1 м.,No,231.21293537290126,"Большие траты, средние платежи",574.9968979604321
660f917d7d,Июль,,Руководитель,69629.52,4960.882799845236,1,7,10.0,0.0,-4,11.0,1.0,30.36,34.658064996531685,22 г. 2 м.,No,158.36616110317527,"Малые траты, средние платежи",673.8336722301582
660f917d7d,Август,,Руководитель,70364.39,4961.902799845237,1,7,10.0,0.0,0,11.0,1.0,30.36,38.266557426485655,22 г. 3 м.,No,500.0115222816984,"Малые траты, средние платежи",332.118311051635
660f917d7d,Сентябрь,39.0,Руководитель,70416.31,4876.492799845237,1,7,10.0,0.0,-2,11.0,1.0,30.36,39.478353711613394,22 г. 4 м.,No,205.98203557407075,"Малые траты, малые платежи",643.2977977592626
8cbbe0aadb,Февраль,17.0,Писатель,66530.97,5767.119999999998,9,9,19.0,5.0,26,27.0,6.0,4635.75,35.02228647355519,1 г. 2 м.,Yes,76.54870758204628,"Большие траты, средние платежи",482.4301321839358
8cbbe0aadb,Март,18.0,Писатель,67027.15999999999,5791.539999999998,9,9,19.0,5.0,26,25.0,6.0,4635.75,31.314890447199375,1 г. 3 м.,Yes,198.33533527258842,"Малые траты, большие платежи",381.30350449339363
8cbbe0aadb,Апрель,18.0,Писатель,66234.62,5806.799999999998,9,9,19.0,5.0,26,26.0,6.0,4635.75,28.53717922530645,1 г. 4 м.,Yes,64.84844207396236,"Большие траты, большие платежи",487.11039769201966
8cbbe0aadb,Май,18.0,Писатель,67067.9,5818.9299999999985,9,9,19.0,5.0,24,25.0,8.0,4635.75,30.0114963343442,,Yes,741.446010982722,"Малые траты, малые платежи",
8cbbe0aadb,Июнь,18.0,Писатель,66519.78,5744.949999999998,9,9,19.0,5.0,26,22.0,8.0,4635.75,39.53470128606202,1 г. 6 м.,Yes,451.5611040597047,"Малые траты, средние платежи",146.31773570627738
8cbbe0aadb,Июль,18.0,Писатель,66937.23,,9,9,19.0,5.0,26,25.0,8.0,4635.75,26.254002167208924,1 г. 7 м.,Yes,288.2597955632652,"Малые траты, средние платежи",301.99904420271685
8cbbe0aadb,Август,,,66464.78,5762.8499999999985,9,9,19.0,5.0,26,22.0,8.0,4635.75,39.91946154402695,,Yes,257.87331404246027,"Большие траты, малые платежи",311.7255257235218
8cbbe0aadb,Сентябрь,18.0,Писатель,67014.81999999999,5763.369999999998,9,9,19.0,5.0,28,25.0,8.0,4635.75,27.64402303686195,1 г. 9 м.,Yes,,"Малые траты, средние платежи",387.8003151405448
1763b61234,Февраль,35.0,Механик,20766.35,1972.935,5,3,5.0,1.0,1,,0.0,1403.39,31.95264779504687,30 г. 4 м.,No,251.61014740594297,"Малые траты, малые платежи",230.59048021834775
1763b61234,Март,35.0,Механик,21218.989999999998,,5,3,5.0,1.0,-3,11.0,0.0,1403.39,28.659881359938,30 г. 5 м.,No,107.29404845643678,"Большие траты, малые платежи",335.546579167854
1763b61234,Апрель,35.0,,21108.69,1974.495,5,3,5.0,1.0,1,11.0,0.0,1403.39,27.951366777664,,No,25.556574525222462,"Большие траты, средние платежи",413.4940530990683
1763b61234,Май,36.0,Механик,20724.96,1953.735,5,3,5.0,1.0,-2,8.0,0.0,1403.39,28.07591442842645,30 г. 7 м.,No,82.55525757514947,"Малые траты, средние платежи",385.29537004914124
1763b61234,Июнь,36.0,,20953.17,,5,3,5.0,1.0,1,9.0,0.0,1403.39,36.62451686902976,,No,87.55170438026627,"Малые траты, большие платежи",374.4789232440245
1763b61234,Июль,36.0,Механик,21384.79,,5,3,5.0,1.0,1,,0.0,1403.39,27.17711885612965,30 г. 9 м.,No,46.85257102853149,"Большие траты, средние платежи",393.11805659575924
1763b61234,Август,,Механик,20809.25,1943.3449999999998,5,3,5.0,1.0,3,11.0,0.0,1403.39,34.33718173520682,30 г. 10 м.,No,182.07177609667892,,296.9588515276118
1763b61234,Сентябрь,36.0,Механик,21570.21,1984.8449999999998,5,3,5.0,1.0,1,8.0,0.0,1403.39,23.831252989728853,,No,168.6047065251304,"Малые траты, малые платежи",305.74592109916034
635e4bc51f,Февраль,27.0,Ученый,21390.765,,0,4,4.0,1.0,4,2.0,3.0,947.58,25.85602712212545,19 г. 11 м.,No,109.24853407525934,"Большие траты, малые платежи",329.9808282586753
635e4bc51f,Март,27.0,Ученый,21287.515,1883.3620833333327,0,4,4.0,,4,3.0,3.0,947.58,25.416871656233106,20 г. 0 м.,No,73.04485232370929,"Большие траты, малые платежи",363.6945100102252
635e4bc51f,Апрель,27.0,Ученый,21895.695,1867.5020833333328,1774,4,4.0,1.0,4,4.0,3.0,947.58,25.46877076807937,20 г. 1 м.,No,246.52137939741226,"Малые траты, малые платежи",217.9179829365224
635e4bc51f,Май,27.0,,21451.245,1865.3020833333328,0,4,4.0,1.0,5,5.0,7.0,947.58,35.796414959720494,20 г. 2 м.,No,,"Малые траты, малые платежи",289.57504141833147
635e4bc51f,Июнь,27.0,Ученый,21555.105,1928.8520833333328,0,4,4.0,1.0,4,4.0,7.0,947.58,33.604934529771434,20 г. 3 м.,No,207.3746037142181,"Малые траты, малые платежи",265.21475861971663
635e4bc51f,Июль,27.0,Ученый,21258.415,,0,4,4.0,,4,3.0,7.0,947.58,28.43213791461028,20 г. 4 м.,No,15.21609044408624,"Большие траты, большие платежи",404.6832718898484
635e4bc51f,Август,27.0,Ученый,21512.405,1863.9220833333327,0,4,4.0,1.0,4,4.0,7.0,947.58,32.62760161328232,20 г. 5 м.,No,59.66967757321187,,370.5496847607228
635e4bc51f,Сентябрь,27.0,Ученый,22031.985,1888.6820833333327,0,4,4.0,1.0,4,3.0,7.0,947.58,37.055241051756575,20 г. 6 м.,No,125.0398159051766,"Малые траты, большие платежи",325.48954642875805
3e64c5eea0,Февраль,24.0,Журналист,48083.380000000005,,8,5,,7.0,42,16.0,8.0,4142.16,31.465097020126308,1 г. 9 м.,Yes,510.70246420911906,,12.698958018084795
3e64c5eea0,Март,24.0,,48776.71,3815.27,8,5,,7.0,44,19.0,8.0,4142.16,27.226119023006238,1 г. 10 м.,Yes,160.359091157919,"Большие траты, средние платежи",315.1723310692847
3e64c5eea0,Апрель,24.0,Журналист,48500.560000000005,3826.02,8,5,,7.0,48,19.0,8.0,4142.16,36.82420279875152,,Yes,50.80092242705674,"Большие траты, большие платежи",422.350499800147
3e64c5eea0,Май,25.0,Журналист,48645.1,3899.38,8,5,,,46,,,4142.16,36.48595651475054,2 г. 0 м.,Yes,165.6661211960465,"Большие траты, средние платежи",315.01530103115726
3e64c5eea0,Июнь,25.0,Журналист,48394.32,3874.91,8,5,,7.0,48,19.0,8.0,4142.16,40.030044833440535,2 г. 1 м.,Yes,98.55430480731302,"Большие траты, средние платежи",381.5971174198908
3e64c5eea0,Июль,25.0,Журналист,47881.11,3868.32,8,5,,7.0,42,19.0,9.0,4142.16,33.967054253413984,2 г. 2 м.,Yes,240.87342274474815,"Малые траты, малые платежи",276.9179994824556
3e64c5eea0,Август,25.0,Журналист,48040.520000000004,3883.67,8,5,,7.0,43,22.0,9.0,4142.16,38.78386887931188,2 г. 3 м.,NM,216.68085661885638,"Большие траты, малые платежи",272.1405656083474
3e64c5eea0,Сентябрь,25.0,Журналист,48619.05,3905.85,8,5,,,46,18.0,9.0,4142.16,36.20522778014952,2 г. 4 м.,Yes,516.7892549658967,"Малые траты, малые платежи",6.612167261307036
374b324ab3,Февраль,33.0,Бухгалтер,56121.47,4705.64,7,5,17.0,7.0,17,13.0,7.0,2689.93,33.270637256338894,7 г. 1 м.,Yes,288.8174371885816,,261.90328860399467
374b324ab3,Март,33.0,Бухгалтер,55968.060000000005,4753.780000000001,7,5,17.0,7.0,17,13.0,7.0,2689.93,37.894024376345385,7 г. 2 м.,Yes,73.6797576344445,"Большие траты, средние платежи",453.9409681581317
374b324ab3,Апрель,34.0,Бухгалтер,55986.79,4704.3,7,5,17.0,7.0,17,13.0,7.0,2689.93,39.91098305150271,7 г. 3 м.,Yes,182.9041014799756,"Большие траты, средние платежи",349.31662431260065
374b324ab3,Май,34.0,Бухгалтер,55520.310000000005,,7,5,17.0,7.0,17,10.0,7.0,2689.93,40.46368323721215,7 г. 4 м.,Yes,53.70884475955707,"Большие траты, большие платежи",463.5018810330192
374b324ab3,Июнь,34.0,Бухгалтер,55279.66,4744.79,7,5,17.0,7.0,17,13.0,7.0,2689.93,36.827496068528816,7 г. 5 м.,Yes,184.78938142978748,"Большие траты, средние платежи",341.1213443627889
374b324ab3,Июль,34.0,Бухгалтер,,,7,5,17.0,7.0,17,10.0,7.0,2689.93,37.054411701185,7 г. 6 м.,Yes,169.35841224055412,"Большие траты, малые платежи",371.14231355202213
374b324ab3,Август,34.0,Бухгалтер,55352.23,4696.5,7,5,17.0,7.0,17,13.0,7.0,2689.93,31.60807589417591,7 г. 7 м.,NM,183.50970588610951,,350.4210199064668
374b324ab3,Сентябрь,34.0,Бухгалтер,55940.200000000004,4711.92,7,5,17.0,7.0,20,13.0,,2689.93,36.43249144318765,7 г. 8 м.,Yes,405.2320852369025,"Малые траты, малые платежи",170.05864055567378
af70108311,Февраль,34.0,Медиаменеджер,35109.49,2642.02,3,3,8.0,2.0,16,7.0,2.0,996.99,30.036312389847108,21 г. 10 м.,No,216.1093816561737,"Малые траты, большие платежи",267.4723503940521
af70108311,Март,,Медиаменеджер,34571.56,2642.0099999999998,3,3,8.0,2.0,18,8.0,2.0,996.99,35.34615851587018,21 г. 11 м.,No,,"Малые траты, большие платежи",373.03504518341754
af70108311,Апрель,,Медиаменеджер,34878.1,,3,3,8.0,2.0,15,8.0,2.0,996.99,26.253297518175764,22 г. 0 м.,No,167.88631460996157,"Малые траты, средние платежи",325.01541744026434
af70108311,Май,35.0,Медиаменеджер,,2660.07,3,3,8.0,2.0,19,8.0,2.0,996.99,30.84154608682127,22 г. 1 м.,No,135.44670656363292,"Большие траты, малые платежи",337.225025486593
af70108311,Июнь,35.0,Медиаменеджер,35174.2,,3,3,8.0,2.0,18,8.0,2.0,996.99,23.23484689034017,22 г. 2 м.,No,237.1207197526077,"Малые траты, большие платежи",245.92101229761818
af70108311,Июль,35.0,Медиаменеджер,34550.52,2696.78,3,3,8.0,2.0,20,,2.0,996.99,23.22585136371921,22 г. 3 м.,No,94.16140499225126,"Малые траты, средние платежи",405.66032705797465
af70108311,Август,35.0,Медиаменеджер,34343.84,2649.33,3,3,8.0,2.0,17,6.0,2.0,996.99,34.48032121879215,22 г. 4 м.,No,201.48947041451538,"Малые траты, малые платежи",305.6022616357105
af70108311,Сентябрь,35.0,Медиаменеджер,35181.84,2676.16,3,3,8.0,2.0,16,8.0,2.0,996.99,23.643121223623943,22 г. 5 м.,No,120.61821051810531,"Большие траты, малые платежи",353.99352153212055
8fc24e79d1,Февраль,21.0,Врач,6555.24,293.2983333333333,9,9,20.0,8.0,24,24.0,8.0,3011.81,24.85673961478152,5 г. 3 м.,NM,10.91353152567788,"Большие траты, малые платежи",241.89699067560528
8fc24e79d1,Март,22.0,Врач,6107.5199999999995,353.7183333333333,9,9,20.0,,32,24.0,8.0,3011.81,31.29643849889221,5 г. 4 м.,Yes,15.852075254547119,"Малые траты, малые платежи",273.8884469467361
8fc24e79d1,Апрель,22.0,Врач,6377.68,262.1683333333333,9,15,20.0,8.0,27,24.0,8.0,3011.81,32.04667268324029,5 г. 5 м.,Yes,20.59218855724721,"Малые траты, малые платежи",266.33833364403597
8fc24e79d1,Май,22.0,Врач,6188.98,260.8483333333333,9,9,20.0,8.0,27,23.0,9.0,3011.81,27.947310652396297,,NM,23.98787084193945,"Малые траты, большие платежи",241.80265135934368
8fc24e79d1,Июнь,,,6892.5,281.96833333333325,9,9,20.0,8.0,27,23.0,9.0,3011.81,34.486807686621646,5 г. 7 м.,NM,16.838383531770354,,255.25213866951282
8fc24e79d1,Июль,22.0,Врач,7039.67,339.2783333333333,9,9,20.0,8.0,22,23.0,9.0,,23.926543279029307,5 г. 8 м.,NM,12.92126524166284,"Малые траты, малые платежи",272.1092569596203
8fc24e79d1,Август,22.0,Врач,6679.01,,9,9,20.0,8.0,24,24.0,9.0,3011.81,25.58237223017725,,Yes,21.96239904912945,"Малые траты, малые платежи",266.2881231521537
8fc24e79d1,Сентябрь,22.0,Врач,6605.76,,9,9,20.0,8.0,25,22.0,9.0,3011.81,30.36353300364932,,NM,34.63343715543564,"Малые траты, средние платежи",239.16708504584753
194a53c203,Февраль,31.0,Ученый,71761.52,6055.226666666668,9,7,24.0,5.0,51,21.0,10.0,1605.65,28.902858099106933,9 г. 5 м.,Yes,216.9316233351675,"Большие траты, средние платежи",371.76867346936854
194a53c203,Март,31.0,Ученый,71920.63,6148.526666666668,9,7,24.0,5.0,55,20.0,10.0,1605.65,27.18577306248916,9 г. 6 м.,Yes,334.1760590513212,"Большие траты, малые платежи",264.2442377532148
194a53c203,Апрель,32.0,Ученый,71652.2,6050.786666666668,9,668,24.0,,55,21.0,10.0,1605.65,33.56672211518827,9 г. 7 м.,Yes,575.127427176876,"Малые траты, большие платежи",34.76286962765994
194a53c203,Май,32.0,Ученый,71379.11,,9,7,24.0,5.0,55,,11.0,1605.65,22.743290606597142,9 г. 8 м.,Yes,133.21972647590906,"Большие траты, большие платежи",445.1005703286269
