client_id,month,age,occupation,annual_income,monthly_salary,number_bank_accounts,number_credit_cards,interest_rate,number_loan,delay_from_due_date,number_delayed_payment,number_credit_inquiries,unpaid_debt,credit_utilization_ratio,credit_history_age,min_amount_payment,monthy_amount_invested,client_behaviour,monthly_balance,credit_rating
7223809137,Июнь,21.0,Разработчик,16839.25,1597.9508333333333,8,7,,9.0,21,20.0,12.0,3680.6,34.988058826863906,9 г. 1 м.,Yes,151.75010017775327,"Малые траты, малые платежи",180.43095118831272,Плохой
7223809137,Июль,21.0,Разработчик,16304.34,1526.6308333333334,8,7,,9.0,22,18.0,16.0,3680.6,30.93424714206925,9 г. 2 м.,Yes,122.75757255210935,"Малые траты, малые платежи",205.3634788139566,Плохой
7223809137,Август,21.0,Разработчик,16933.989999999998,1563.2708333333335,8,7,,9.0,25,20.0,16.0,3680.6,28.064448162151365,9 г. 3 м.,Yes,85.00560873777847,"Малые траты, малые платежи",239.5254426282875,Плохой
7223809137,Сентябрь,21.0,,16896.65,1527.1508333333334,8,7,,9.0,21,20.0,16.0,3680.6,33.986471176288624,9 г. 4 м.,Yes,182.67304785256175,"Малые траты, малые платежи",149.50800351350418,Плохой
97734e084d,Февраль,45.0,Руководитель,73854.47,5866.4783333333335,4,5,9.5,0.0,10,0.0,4.0,11.49,39.90710376634318,,No,65.34761681791844,"Большие траты, средние платежи",766.9902165154151,Хороший
97734e084d,Март,45.0,Руководитель,73652.36,5848.4783333333335,4,5,9.5,0.0,10,0.0,4.0,11.49,31.82145131519973,16 г. 8 м.,NM,455.45811422799596,,397.1997191053375,Хороший
97734e084d,Апрель,45.0,Руководитель,73303.64,5856.3983333333335,4,5,9.5,0.0,10,0.0,4.0,11.49,29.951740523582277,16 г. 9 м.,No,276.2140957529393,"Малые траты, большие платежи",579.5237375803941,Обычный
97734e084d,Май,45.0,Руководитель,73617.05,,4,5,9.5,0.0,9,,4.0,11.49,40.71406527233359,16 г. 10 м.,No,150.55120780597986,"Большие траты, средние платежи",689.6066255273537,Хороший
97734e084d,Июнь,46.0,Руководитель,73640.26000000001,5854.928333333334,4,5,9.5,0.0,10,,,11.49,27.30522267694726,16 г. 11 м.,No,,"Малые траты, малые платежи",462.83660901684095,Хороший
97734e084d,Июль,46.0,Руководитель,73634.66,5808.868333333334,4,5,9.5,0.0,10,0.0,4.0,11.49,30.026360561118487,17 г. 0 м.,No,348.46046456582917,"Большие траты, малые платежи",494.35736876750434,Хороший
97734e084d,Август,46.0,Руководитель,17718316.36,5813.758333333334,4,5,9.5,0.0,8,0.0,4.0,11.49,32.75710341858639,17 г. 1 м.,No,145.6436884568772,"Большие траты, большие платежи",680.9741448764562,Обычный
97734e084d,Сентябрь,46.0,,73957.63,5816.578333333334,4,5,9.5,0.0,10,,4.0,11.49,38.94201305596102,,No,,"Большие траты, малые платежи",680.3751910457695,Обычный
410b702d4c,Февраль,28.0,Механик,79623.47,,7,7,9.0,2.0,17,17.0,4.0,291.72,31.661888551802345,,NM,128.4910075141652,"Большие траты, большие платежи",681.2096906399502,Обычный
410b702d4c,Март,,Механик,80209.77,6585.0525,7,7,9.0,2.0,17,18.0,6.0,291.72,31.947424384245345,18 г. 10 м.,Yes,133.7327391421577,"Большие траты, большие платежи",679.9079590119576,Обычный
410b702d4c,Апрель,29.0,Механик,79279.87000000001,6643.6625,7,7,9.0,2.0,17,18.0,6.0,291.72,29.384257973056013,18 г. 11 м.,Yes,634.7688423542287,"Малые траты, малые платежи",225.54185579988652,Обычный
410b702d4c,Май,29.0,,,6633.0325,7,7,9.0,,17,18.0,6.0,291.72,28.277729715233768,19 г. 0 м.,Yes,372.56863383464884,"Малые траты, средние платежи",475.64206431946644,Обычный
410b702d4c,Июнь,29.0,Механик,79725.42,6619.4825,7,7,9.0,2.0,17,18.0,6.0,291.72,27.28280702976724,19 г. 1 м.,Yes,644.2910364145567,"Малые траты, средние платежи",211.45966173955856,Обычный
410b702d4c,Июль,29.0,Механик,79762.90000000001,,7,7,9.0,2.0,16,15.0,6.0,291.72,40.03326033050188,19 г. 2 м.,Yes,216.80989028137697,"Большие траты, средние платежи",604.5908078727382,Обычный
410b702d4c,Август,29.0,Механик,79409.69,6606.0025,7,7,9.0,2.0,17,18.0,6.0,291.72,32.38701596789595,19 г. 3 м.,Yes,83.15735527055536,"Большие траты, средние платежи",742.8633428835599,Обычный
410b702d4c,Сентябрь,29.0,Механик,79884.41,6624.5125,7,7,9.0,2.0,17,18.0,6.0,291.72,43.04394330593608,19 г. 4 м.,Yes,108.83750174776208,"Большие траты, большие платежи",707.4531964063533,Обычный
3ee16dc198,Февраль,14.0,Музыкант,16584.370000000003,,6,3,16.0,3.0,13,17.0,8.0,146.6,27.61073356663763,,Yes,80.09048325852609,,303.3019769098126,Обычный
3ee16dc198,Март,15.0,Музыкант,16888.36,1162.1533333333334,6,3,16.0,3.0,12,17.0,8.0,146.6,26.53130032344827,8 г. 9 м.,Yes,54.28632093940497,,310.01613922893375,Обычный
3ee16dc198,Апрель,15.0,Музыкант,17037.93,1147.7233333333334,6,3,16.0,3.0,8,17.0,8.0,146.6,26.27277601517242,8 г. 10 м.,NM,37.002695161456316,"Малые траты, большие платежи",326.30976500688246,Обычный
3ee16dc198,Май,15.0,Музыкант,16516.300000000003,,6,3,16.0,3.0,12,15.0,8.0,146.6,25.206538794218226,8 г. 11 м.,Yes,64.887261075484,"Большие траты, малые платежи",279.66519909285483,Обычный
3ee16dc198,Июнь,15.0,Музыкант,16244.960000000001,1184.4333333333334,6,3,16.0,3.0,12,17.0,8.0,146.6,29.34342466782968,9 г. 0 м.,Yes,45.656240889848796,"Малые траты, средние платежи",319.21621927849,Обычный
3ee16dc198,Июль,15.0,Музыкант,16602.68,1110.7833333333333,6,3,16.0,3.0,11,17.0,8.0,146.6,30.488261635327312,9 г. 1 м.,Yes,133.11695479775543,"Малые траты, малые платежи",246.43550537058331,Обычный
3ee16dc198,Август,15.0,Музыкант,16672.95,1145.8633333333335,6,3,16.0,3.0,12,14.0,8.0,146.6,26.14968301418304,9 г. 2 м.,Yes,109.53352945927887,"Малые траты, большие платежи",252.61893070905984,Плохой
3ee16dc198,Сентябрь,15.0,Музыкант,16504.04,1199.2033333333334,6,3,16.0,3.0,15,17.0,8.0,146.6,40.03588927960628,9 г. 3 м.,Yes,47.06704142079311,,329.0854187475456,Обычный
3cf9773ffa,Февраль,47.0,Руководитель,134226.26,,7,4,6.0,3.0,30,19.0,1.0,434.36,26.921438487846032,,NM,390.5732778163402,"Большие траты, средние платежи",711.0394428490508,Обычный
3cf9773ffa,Март,48.0,Руководитель,134236.31,11083.77,7,4,6.0,3.0,30,19.0,1.0,434.36,33.809929488204524,15 г. 9 м.,No,297.9844416353452,"Малые траты, средние платежи",834.7882790300458,Обычный
3cf9773ffa,Апрель,48.0,Руководитель,133584.6,11106.92,1407,4,6.0,3.0,30,19.0,1.0,434.36,41.62030644462892,15 г. 10 м.,No,152.6064362166563,"Большие траты, средние платежи",956.4462844487346,Обычный
3cf9773ffa,Май,48.0,Руководитель,134043.27000000002,11025.1,7,4,6.0,3.0,28,18.0,1.0,434.36,34.20702741350406,15 г. 11 м.,No,238.06975153286896,,861.1529691325218,Хороший
3cf9773ffa,Июнь,48.0,Руководитель,134332.32,11070.03,7,4,6.0,3.0,28,18.0,5.0,434.36,37.43091547568246,16 г. 0 м.,No,524.644104261157,"Малые траты, большие платежи",597.1486164042337,Хороший
3cf9773ffa,Июль,48.0,Руководитель,134272.48,11043.7,7,4,6.0,3.0,28,19.0,5.0,434.36,33.824167381021944,16 г. 1 м.,No,466.18832890929605,"Большие траты, средние платежи",638.744391756095,Хороший
3cf9773ffa,Август,48.0,Руководитель,134204.19,11061.93,7,4,6.0,,32,19.0,5.0,434.36,37.09773124521805,,No,408.1065099490908,"Малые траты, средние платежи",723.2862107163,Обычный
3cf9773ffa,Сентябрь,48.0,Руководитель,133929.33000000002,11051.76,7,4,6.0,3.0,28,20.0,5.0,434.36,23.133892076868463,16 г. 3 м.,No,803.4681666928909,"Малые траты, малые платежи",343.01455397249987,Обычный
1eeba7e1ef,Февраль,21.0,Музыкант,87748.49999999997,7396.499999999999,7,4,9.0,2.0,15,14.0,5.0,189.1,39.64585168844695,22 г. 8 м.,Yes,,"Большие траты, средние платежи",689.7827619140718,Обычный
1eeba7e1ef,Март,21.0,Музыкант,88386.01999999997,,7,4,9.0,2.0,19,12.0,5.0,189.1,31.62870822340357,22 г. 9 м.,NM,721.8693837556942,"Малые траты, малые платежи",172.35222243631983,Обычный
1eeba7e1ef,Апрель,21.0,Музыкант,87782.91999999998,7476.549999999999,7,4,9.0,2.0,19,14.0,5.0,189.1,30.33611221676753,22 г. 10 м.,Yes,560.9062737211781,"Малые траты, средние платежи",320.77533247083613,Обычный
1eeba7e1ef,Май,21.0,Музыкант,,7449.219999999999,7,4,9.0,2.0,19,14.0,5.0,189.1,38.093105072301945,22 г. 11 м.,Yes,137.90037545909308,,708.741230732921,Обычный
1eeba7e1ef,Июнь,21.0,Музыкант,88226.81999999998,7444.109999999999,7,4,9.0,2.0,19,12.0,5.0,189.1,34.391720215371926,23 г. 0 м.,NM,101.12865194648045,"Большие траты, большие платежи",737.7629542455337,Обычный
1eeba7e1ef,Июль,21.0,Музыкант,88344.00999999998,7434.779999999999,7,4,9.0,2.0,24,17.0,5.0,189.1,38.72510956429253,23 г. 1 м.,Yes,366.6704652214547,"Большие траты, малые платежи",497.06114097055945,Обычный
1eeba7e1ef,Август,21.0,Музыкант,87800.19999999998,7384.599999999999,7,4,9.0,2.0,18,14.0,10.0,189.1,35.06906777843139,23 г. 2 м.,Yes,561.7159119224692,"Малые траты, средние платежи",313.09569426954494,Обычный
1eeba7e1ef,Сентябрь,21.0,Музыкант,87450.83999999998,7407.509999999999,7,4,,2.0,19,12.0,10.0,189.1,32.34216971811084,23 г. 3 м.,Yes,163.40384495642138,"Большие траты, большие платежи",678.4977612355926,Обычный
909d8be6c3,Февраль,43.0,,122054.58,10194.65,1,5,6.0,0.0,1,7.0,4.0,630.24,40.35899865272956,26 г. 8 м.,No,490.72777364835326,"Малые траты, средние платежи",804.5852263516467,Хороший
909d8be6c3,Март,43.0,Руководитель,,10215.16,1,5,6.0,0.0,4,7.0,4.0,630.24,39.558317904123626,26 г. 9 м.,No,802.6090669419788,"Малые траты, средние платежи",498.46393305802144,Хороший
909d8be6c3,Апрель,,Руководитель,121484.49,10166.82,1,5,,0.0,1,10.0,4.0,630.24,40.51652711726911,26 г. 10 м.,No,882.3936149286737,"Малые траты, средние платежи",411.1193850713263,Хороший
909d8be6c3,Май,43.0,Руководитель,121636.21,10221.74,1,5,6.0,0.0,1,7.0,4.0,630.24,34.166379144764534,26 г. 11 м.,No,239.80574011996575,"Большие траты, большие платежи",1023.1772598800342,Обычный
909d8be6c3,Июнь,43.0,Руководитель,,10170.25,1,5,6.0,0.0,1,6.0,4.0,630.24,39.69290703533335,27 г. 0 м.,No,205.90734755453482,"Большие траты, средние платежи",1062.4656524454651,Обычный
909d8be6c3,Июль,,Руководитель,121690.97,,1,5,6.0,0.0,3,8.0,4.0,630.24,32.84105810081249,27 г. 1 м.,No,301.72659298611137,"Большие траты, средние платежи",961.9564070138887,Обычный
909d8be6c3,Август,43.0,Руководитель,121751.74,10146.44,1,5,6.0,0.0,-1,7.0,4.0,630.24,34.91028251175307,27 г. 2 м.,No,120.07803965362476,"Большие траты, большие платежи",1136.6149603463753,Обычный
909d8be6c3,Сентябрь,43.0,Руководитель,122223.89,10155.67,1,5,6.0,0.0,1,,5.0,630.24,30.30199892466966,27 г. 3 м.,No,,"Большие траты, большие платежи",1097.5763353790144,Обычный
f50e8fa198,Февраль,30.0,Медиаменеджер,15280.73,1276.575,7,10,33.0,5.0,34,23.0,11.0,1398.98,35.80066630496981,,Yes,80.586127363159,"Малые траты, малые платежи",272.15838674133533,Плохой
f50e8fa198,Март,30.0,,14960.26,1192.5349999999999,7,10,33.0,,35,26.0,11.0,1398.98,31.793992740804505,17 г. 4 м.,Yes,46.819227086646535,"Большие траты, малые платежи",274.34528701784774,Обычный
f50e8fa198,Апрель,30.0,Медиаменеджер,15114.59,1251.075,7,10,33.0,5.0,32,23.0,11.0,1398.98,36.40415273096933,17 г. 5 м.,Yes,53.841621154002645,"Большие траты, средние платежи",257.4528929504916,Плохой
f50e8fa198,Май,30.0,Медиаменеджер,,1250.145,7,10,33.0,5.0,38,28.0,11.0,1398.98,24.80269469916289,17 г. 6 м.,Yes,66.68456753405925,"Малые траты, большие платежи",272.799946570435,Плохой
f50e8fa198,Июнь,30.0,Медиаменеджер,15531.68,1196.145,7,10,33.0,5.0,35,22.0,11.0,1398.98,37.88306607337423,17 г. 7 м.,Yes,173.8449672721945,,187.16954683229972,Плохой
f50e8fa198,Июль,30.0,Медиаменеджер,,1272.365,7,10,33.0,5.0,34,25.0,11.0,1398.98,34.15257824897082,17 г. 8 м.,Yes,88.0030775846398,"Малые траты, малые платежи",269.5014365198545,Плохой
f50e8fa198,Август,30.0,Медиаменеджер,,1197.655,7,10,33.0,5.0,34,25.0,14.0,1398.98,35.45069897143708,17 г. 9 м.,Yes,45.886740360142575,"Малые траты, малые платежи",310.8277737443517,Плохой
f50e8fa198,Сентябрь,31.0,,15427.67,1265.905,7,10,33.0,5.0,38,25.0,14.0,1398.98,29.02309920907402,17 г. 10 м.,NM,55.80894366951329,"Малые траты, средние платежи",287.97557043498097,Плохой
aff45f0a71,Февраль,44.0,Журналист,84141.05,7136.379999999999,3,5,2.0,3.0,13,3.0,1.0,,34.04547372791165,28 г. 7 м.,NM,669.1112577623168,"Малые траты, средние платежи",195.69724250185595,Хороший
aff45f0a71,Март,44.0,Журналист,,7139.16,3,5,2.0,3.0,8,8.0,1.0,777.89,32.11343546615992,,No,79.54069501719192,,742.6878052469807,Хороший
aff45f0a71,Апрель,44.0,Журналист,84205.95999999999,7054.65,3,5,2.0,3.0,8,5.0,1.0,777.89,31.334189653364948,28 г. 9 м.,No,308.5019909684132,"Малые траты, средние платежи",551.3965092957594,Хороший
aff45f0a71,Май,44.0,Журналист,,7085.209999999999,3,5,2.0,3.0,8,5.0,1.0,777.89,28.63750571274461,28 г. 10 м.,No,80.96851213492775,"Большие траты, большие платежи",738.4499881292447,Хороший
aff45f0a71,Июнь,44.0,Журналист,84116.81999999999,7149.0199999999995,3,5,2.0,3.0,8,5.0,1.0,777.89,41.606887125990646,28 г. 11 м.,NM,58.862995267094995,"Большие траты, большие платежи",763.9155049970776,Хороший
aff45f0a71,Июль,44.0,Журналист,84283.19,7119.49,3,5,2.0,3.0,8,,1.0,777.89,31.07059964963165,29 г. 0 м.,No,405.24116351351057,"Малые траты, средние платежи",457.447336750662,Хороший
aff45f0a71,Август,44.0,Журналист,83971.43,7076.32,3,5,2.0,3.0,6,5.0,1.0,777.89,30.813600606187773,29 г. 1 м.,No,,"Большие траты, большие платежи",640.546785000331,Хороший
aff45f0a71,Сентябрь,44.0,Журналист,84346.84,7075.23,3,5,2.0,3.0,8,5.0,1.0,777.89,35.4793546739611,29 г. 2 м.,No,257.0584561993654,"Большие траты, средние платежи",573.6700440648073,Хороший
44fc523a1c,Февраль,49.0,Архитектор,35597.38,,1,5,3.0,4.0,11,1.0,3.0,822.54,29.36840835487224,15 г. 7 м.,No,72.09664655511533,"Большие траты, большие платежи",358.54628602306656,Обычный
44fc523a1c,Март,49.0,Архитектор,36014.81,3144.7241666666664,1,5,3.0,4.0,11,2.0,3.0,822.54,26.14957227248882,15 г. 8 м.,No,41.03262487583695,"Большие траты, средние платежи",402.92030770234504,Обычный
44fc523a1c,Апрель,49.0,Архитектор,,3098.084166666666,1,5,3.0,4.0,13,,3.0,822.54,35.81911792796427,15 г. 9 м.,No,128.9701879827668,"Большие траты, средние платежи",311.2527445954152,Обычный
44fc523a1c,Май,49.0,Архитектор,36272.81,3134.524166666666,1,5,3.0,4.0,8,,3.0,822.54,30.1144444018106,15 г. 10 м.,No,179.84728765170044,"Малые траты, большие платежи",284.9056449264815,Обычный
44fc523a1c,Июнь,49.0,Архитектор,36338.149999999994,3079.794166666666,1,5,3.0,4.0,14,1.0,3.0,822.54,28.313814619629568,15 г. 11 м.,No,59.862530132319364,"Большие траты, большие платежи",367.63040244586267,Обычный
44fc523a1c,Июль,49.0,Архитектор,35951.439999999995,3126.024166666666,1,5,3.0,,11,1.0,3.0,822.54,30.84688641231924,16 г. 0 м.,No,222.9049208809552,,263.24801169722684,Обычный
44fc523a1c,Август,49.0,Архитектор,36008.60999999999,3112.0741666666663,1,5,3.0,4.0,11,1.0,3.0,822.54,41.29599745728397,16 г. 1 м.,No,,"Большие траты, средние платежи",376.49869867756126,Обычный
44fc523a1c,Сентябрь,49.0,Архитектор,36158.06,3123.504166666666,1,5,3.0,4.0,11,1.0,3.0,822.54,33.41086199437621,16 г. 2 м.,No,,,275.7254991411612,Обычный
fccd0e8fa2,Февраль,32.0,Писатель,16188.590000000002,1461.375,6,5,32.0,3.0,52,20.0,7.0,2424.8,26.794752601642863,13 г. 5 м.,Yes,60.37222714751059,"Малые траты, малые платежи",347.0049449165502,Плохой
fccd0e8fa2,Март,32.0,Писатель,15864.110000000002,1412.725,6,5,32.0,3.0,51,19.0,,2424.8,26.71138443868018,13 г. 6 м.,Yes,31.623820377119692,"Большие траты, средние платежи",339.4133516869411,Плохой
fccd0e8fa2,Апрель,32.0,Писатель,16323.100000000002,1372.3249999999998,6,5,32.0,3.0,48,,7.0,2424.8,23.95928733851961,13 г. 7 м.,Yes,75.66483572285306,"Малые траты, большие платежи",313.36233634120777,Плохой
fccd0e8fa2,Май,32.0,Писатель,15679.260000000002,1423.715,6,5,32.0,3.0,51,22.0,7.0,2424.8,23.50864240014853,,Yes,144.5656056483805,"Малые траты, малые платежи",266.0615664156803,Плохой
fccd0e8fa2,Июнь,32.0,Писатель,16281.660000000002,1444.0249999999999,6,5,32.0,3.0,50,17.0,7.0,2424.8,28.82572411148614,,Yes,75.98590670244393,"Малые траты, малые платежи",329.23126536161686,Плохой
fccd0e8fa2,Июль,32.0,Писатель,15761.640000000001,1412.8349999999998,6,5,32.0,3.0,51,19.0,7.0,2424.8,37.3126486498228,13 г. 10 м.,NM,120.847638645492,"Малые траты, большие платежи",266.85953341856884,Плохой
fccd0e8fa2,Август,32.0,Писатель,15640.020000000002,1387.395,6,5,32.0,,51,22.0,7.0,2424.8,38.83450289624912,13 г. 11 м.,Yes,131.93208795872437,,269.26508410533637,Плохой
fccd0e8fa2,Сентябрь,,Писатель,16042.000000000002,1458.7549999999999,6,5,32.0,3.0,51,19.0,7.0,2424.8,30.94595845731823,,Yes,80.64524755385563,"Малые траты, средние платежи",315.5019245102052,Плохой
45232587ec,Февраль,33.0,Инженер,21921.920000000002,1883.9358333333328,3,4,14.0,4.0,25,11.0,0.0,1330.7,36.116611562744815,28 г. 5 м.,NM,180.07081200495514,"Малые траты, малые платежи",253.9541927941446,Обычный
45232587ec,Март,33.0,Инженер,21345.99,1956.5058333333327,3,4,14.0,4.0,29,13.0,0.0,1330.7,38.370919505931845,28 г. 6 м.,Yes,91.07007087414357,"Малые траты, большие платежи",330.6749339249562,Обычный
45232587ec,Апрель,33.0,Инженер,21661.760000000002,,3,4,14.0,4.0,25,11.0,0.0,1330.7,36.38160587311386,28 г. 7 м.,Yes,178.2074936857471,"Малые траты, большие платежи",239.1675111133526,Обычный
45232587ec,Май,33.0,Инженер,21749.13,,3,4,14.0,4.0,25,11.0,0.0,1330.7,28.50489713889693,28 г. 8 м.,Yes,36.26639574841282,"Большие траты, большие платежи",355.19860905068685,Хороший
45232587ec,Июнь,34.0,Инженер,,1913.9158333333328,3,4,14.0,4.0,25,10.0,0.0,1330.7,26.742451509541823,28 г. 9 м.,Yes,,"Большие траты, средние платежи",342.732970503332,Обычный
45232587ec,Июль,34.0,Инженер,21494.82,1920.7558333333327,3,4,14.0,,25,11.0,2.0,1330.7,35.250520821184246,28 г. 10 м.,Yes,73.8141865712483,"Большие траты, средние платежи",328.51081822785136,Хороший
45232587ec,Август,34.0,Инженер,21939.690000000002,1913.0458333333327,3,4,14.0,4.0,25,11.0,2.0,1330.7,37.0457681929782,28 г. 11 м.,Yes,106.45510631611236,"Большие траты, малые платежи",297.08989848298734,Обычный
45232587ec,Сентябрь,34.0,Инженер,21493.28,,3,4,14.0,4.0,25,14.0,2.0,1330.7,35.43855328006249,29 г. 0 м.,Yes,145.07878904097447,"Малые траты, средние платежи",280.7962157581253,Обычный
6dc1480673,Февраль,46.0,Врач,33447.18,2654.296666666667,3,1,7.0,0.0,12,5.0,2.0,1039.74,27.839983301379423,,No,204.65593334515427,"Малые траты, малые платежи",350.4757333215124,Обычный
6dc1480673,Март,46.0,Врач,33422.26,2691.226666666667,3,1,7.0,0.0,12,3.0,2.0,1039.74,27.34300359213932,25 г. 8 м.,No,,"Большие траты, средние платежи",403.08940852890385,Обычный
6dc1480673,Апрель,,Врач,33484.79,2684.386666666667,3,1,7.0,0.0,12,5.0,2.0,1039.74,38.627415320394135,25 г. 9 м.,No,346.45011960340133,"Малые траты, малые платежи",213.00154706326538,Хороший
6dc1480673,Май,46.0,Врач,33247.100000000006,2744.1166666666672,3,1,7.0,0.0,12,5.0,2.0,1039.74,29.311209870993363,25 г. 10 м.,No,194.54527874724133,"Малые траты, большие платежи",343.4763879194253,Хороший
6dc1480673,Июнь,,Врач,33857.37,2726.706666666667,3,1,7.0,0.0,16,4.0,,1039.74,33.60066095111855,,No,275.45201149759464,"Малые траты, малые платежи",281.63965516907206,Хороший
6dc1480673,Июль,46.0,Врач,34208.200000000004,2669.8466666666673,3,1,,0.0,12,5.0,2.0,1039.74,32.743972104607266,26 г. 0 м.,No,26.228812852599678,"Большие траты, большие платежи",482.992853814067,Хороший
6dc1480673,Август,46.0,Врач,33706.76,2741.3666666666672,3,1,7.0,0.0,16,5.0,2.0,1039.74,32.30243665497129,,No,52.1514780303286,"Большие траты, средние платежи",468.08018863633805,Обычный
6dc1480673,Сентябрь,46.0,Врач,33636.740000000005,2721.246666666667,3,1,7.0,0.0,12,7.0,,1039.74,33.78842954275259,26 г. 2 м.,No,177.21901748862967,"Малые траты, малые платежи",380.102649178037,Хороший
690066d16f,Февраль,18.0,Архитектор,84025.6,,6,7,6.0,1.0,11,12.0,6.0,381.11,29.87250581661961,18 г. 4 м.,Yes,117.6756370699481,"Большие траты, большие платежи",812.9054222753963,Обычный
690066d16f,Март,18.0,Архитектор,84157.97,7203.262500000002,6,7,6.0,1.0,10,12.0,,381.11,31.31421111774281,18 г. 5 м.,Yes,324.5732201496209,"Малые траты, средние платежи",639.6478391957233,Обычный
690066d16f,Апрель,19.0,Архитектор,84191.79000000001,,6,7,6.0,1.0,10,12.0,6.0,381.11,35.69961081724033,18 г. 6 м.,Yes,440.664208638277,"Малые траты, малые платежи",530.9268507070674,Обычный
690066d16f,Май,19.0,Архитектор,83905.94,7265.932500000002,6,7,6.0,1.0,10,10.0,10.0,381.11,41.929086170579424,18 г. 7 м.,Yes,91.10439073552237,"Большие траты, большие платежи",836.1166686098221,Обычный
690066d16f,Июнь,19.0,Архитектор,84639.07,7236.612500000002,6,7,6.0,1.0,12,12.0,10.0,381.11,29.50649429061506,,Yes,121.60089076705486,"Большие траты, средние платежи",817.8201685782894,Обычный
690066d16f,Июль,19.0,Архитектор,,7235.622500000001,6,7,6.0,1.0,10,10.0,10.0,381.11,32.55515298771845,18 г. 9 м.,NM,,"Большие траты, большие платежи",804.1688667719407,Обычный
690066d16f,Август,19.0,Архитектор,83777.82,,6,7,6.0,1.0,8,12.0,10.0,381.11,35.78756085570536,18 г. 10 м.,Yes,164.18579149638055,"Большие траты, малые платежи",777.2752678489638,Обычный
690066d16f,Сентябрь,,Архитектор,83821.83,7239.722500000002,6,7,6.0,1.0,10,14.0,10.0,381.11,40.914265067005374,18 г. 11 м.,Yes,47.668027581976155,"Большие траты, большие платежи",878.4030317633682,Обычный
a0b6e29fa5,Февраль,23.0,Предприниматель,40662.55,3227.7816666666668,5,3,10.0,2.0,6,7.0,3.0,852.74,39.91617170910194,25 г. 11 м.,No,43.5205404935226,,492.07302274886075,Хороший
a0b6e29fa5,Март,23.0,Предприниматель,40613.590000000004,3293.4216666666666,5,3,10.0,2.0,11,9.0,3.0,852.74,31.08120798307853,26 г. 0 м.,No,59.035836440562726,"Большие траты, средние платежи",471.37772680182076,Хороший
a0b6e29fa5,Апрель,23.0,Предприниматель,40834.79,3299.5116666666668,5,3,10.0,2.0,11,9.0,3.0,852.74,29.29689260464568,26 г. 1 м.,No,113.57167073042056,"Большие траты, средние платежи",423.5118925119628,Хороший
a0b6e29fa5,Май,23.0,Предприниматель,40538.72,,5,3,10.0,2.0,11,7.0,3.0,852.74,37.64006888007695,26 г. 2 м.,No,,,413.4463165797119,Хороший
a0b6e29fa5,Июнь,,Предприниматель,40842.99,3239.041666666667,5,3,10.0,2.0,14,,3.0,852.74,29.046298993772048,26 г. 3 м.,No,201.24823393234288,"Большие траты, малые платежи",340.4653293100405,Хороший
a0b6e29fa5,Июль,23.0,Предприниматель,41059.55,3287.501666666667,5,3,10.0,2.0,11,7.0,3.0,852.74,32.42221865338829,26 г. 4 м.,No,353.4957982989919,"Малые траты, малые платежи",217.96776494339147,Хороший
a0b6e29fa5,Август,24.0,Предприниматель,,,5,3,10.0,2.0,11,5.0,3.0,852.74,31.237546415688467,,No,,"Большие траты, средние платежи",465.11432490856384,Хороший
a0b6e29fa5,Сентябрь,24.0,Предприниматель,40161.08,3296.521666666667,5,3,10.0,2.0,12,8.0,4.0,852.74,39.1642692471894,26 г. 6 м.,No,116.3485978249685,"Малые траты, большие платежи",433.94496541741483,Хороший
ce18950428,Февраль,38.0,Ученый,30539.120000000003,2730.9483333333337,8,6,28.0,7.0,24,15.0,11.0,3231.08,23.5921936163474,1 г. 10 м.,Yes,65.79375286389553,"Большие траты, малые платежи",336.69427939472115,Плохой
ce18950428,Март,39.0,Ученый,31075.48,2695.0183333333334,8,6,28.0,7.0,26,15.0,11.0,3231.08,26.86763985372459,,Yes,73.63007415343408,"Большие траты, средние платежи",325.1879581051825,Плохой
ce18950428,Апрель,39.0,,31159.170000000002,2718.7883333333334,8,6,28.0,,22,18.0,11.0,3231.08,23.191076911482718,2 г. 0 м.,Yes,174.98226715584664,"Малые траты, малые платежи",264.09576510277,Плохой
ce18950428,Май,39.0,Ученый,30496.98,2690.6583333333338,8,6,28.0,7.0,18,15.0,11.0,3231.08,26.64353409349124,2 г. 1 м.,Yes,,"Большие траты, средние платежи",304.47699344164863,Обычный
ce18950428,Июнь,39.0,Ученый,31054.81,2732.8983333333335,8,6,28.0,,26,,11.0,3231.08,26.11578224805781,2 г. 2 м.,Yes,108.7663939082738,"Большие траты, средние платежи",285.42163835034285,Плохой
ce18950428,Июль,39.0,Ученый,30960.29,2696.2883333333334,8,6,28.0,7.0,23,18.0,11.0,3231.08,35.45644593850852,2 г. 3 м.,Yes,118.43917025898928,"Малые траты, малые платежи",313.9188619996274,Плохой
ce18950428,Август,,Ученый,30684.36,2712.2883333333334,8,6,28.0,,23,13.0,11.0,3231.08,32.94454428224887,2 г. 4 м.,Yes,273.8186169414191,"Малые траты, малые платежи",168.35941531719754,Плохой
ce18950428,Сентябрь,39.0,Ученый,30957.79,2702.7283333333335,8,6,28.0,7.0,23,15.0,11.0,3231.08,35.45463896674976,2 г. 5 м.,NM,219.76642979486166,"Малые траты, малые платежи",216.4816024637549,Плохой
5736811cdf,Февраль,29.0,Механик,19231.44,1459.810833333333,4,5,10.0,,17,,8.0,698.93,35.17892337103255,7 г. 9 м.,Yes,,"Малые траты, средние платежи",350.9711526834812,Обычный
